home_planet,cryo_sleep,destination,age,vip,room_service,food_court,shopping_mall,spa,vr_deck,transported,passenger_group,passenger_num,cabin_deck,cabin_num,cabin_side,total_bill,cabin_update
Mars,FALSE,TRAPPIST-1e,20.0,FALSE,984.0,1.0,921.0,0.0,0.0,FALSE,3817,01,E,226,P,1477.2703074645663,E/226/P
Earth,FALSE,TRAPPIST-1e,32.0,FALSE,0.0,600.0,80.0,0.0,18.0,FALSE,3818,01,G,150,P,698.0,G/150/P
Mars,TRUE,TRAPPIST-1e,21.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3820,01,F,790,P,0.0,F/790/P
Earth,FALSE,PSO J318.5-22,32.431063554007245,FALSE,0.0,2.0,0.0,0.0,867.0,FALSE,3821,01,E,190,P,869.0,E/190/P
Earth,FALSE,PSO J318.5-22,41.0,FALSE,0.0,122.0,0.0,104.0,486.0,FALSE,3822,01,F,718,S,712.0,F/718/S
Mars,FALSE,TRAPPIST-1e,27.0,FALSE,1192.0,0.0,0.0,0.0,0.0,TRUE,3823,01,F,719,S,1192.0,F/719/S
Earth,FALSE,PSO J318.5-22,49.0,FALSE,0.0,51.0,101.0,50.0,1286.0743820478378,TRUE,3824,01,G,625,S,1390.770048404191,G/625/S
Earth,FALSE,TRAPPIST-1e,18.0,FALSE,0.0,0.0,0.0,1565.0,224.0,FALSE,3826,01,G,626,S,1789.0,G/626/S
Earth,FALSE,55 Cancri e,34.0,FALSE,71.0,0.0,242.0,393.0,0.0,FALSE,3830,01,G,627,S,706.0,G/627/S
Mars,FALSE,TRAPPIST-1e,73.0,FALSE,799.0,0.0,190.0,68.0,0.0,FALSE,3831,01,D,123,S,1057.0,D/123/S
Earth,FALSE,TRAPPIST-1e,40.0,FALSE,1387.0,614.0,1564.0,5.0,0.0,FALSE,3832,01,G,627,P,3570.0,G/627/P
Earth,FALSE,PSO J318.5-22,63.0,FALSE,1.0,897.0,0.0,0.0,8.0,FALSE,3835,01,E,255,S,906.0,E/255/S
Mars,FALSE,TRAPPIST-1e,21.0,FALSE,1060.0,0.0,91.0,0.0,0.0,TRUE,3836,01,F,723,S,1151.0,F/723/S
Earth,FALSE,TRAPPIST-1e,21.0,FALSE,28.0,580.0,0.0,0.0,236.0,TRUE,3838,01,E,227,P,844.0,E/227/P
Mars,FALSE,TRAPPIST-1e,23.0,FALSE,418.0,4.0,627.0,0.0,0.0,FALSE,3839,01,E,228,P,1049.0,E/228/P
Mars,FALSE,TRAPPIST-1e,31.0,FALSE,1049.0,31.0,227.0,2.0,0.0,FALSE,3841,01,F,793,P,1309.0,F/793/P
Earth,FALSE,55 Cancri e,41.0,FALSE,312.0,89.0,44.0,0.0,252.0,FALSE,3842,01,F,794,P,697.0,F/794/P
Earth,TRUE,TRAPPIST-1e,15.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3846,01,G,630,P,0.0,G/630/P
Europa,FALSE,TRAPPIST-1e,36.0,FALSE,90.0,2050.0,0.0,15.0,1244.0,FALSE,3847,01,C,126,P,3399.0,C/126/P
Earth,FALSE,TRAPPIST-1e,24.0,FALSE,4.0,314.0,0.0,0.0,428.0,FALSE,3848,01,F,795,P,746.0,F/795/P
Earth,FALSE,TRAPPIST-1e,27.0,FALSE,0.0,253.0,0.0,79.0,421.0,FALSE,3849,01,G,631,P,753.0,G/631/P
Europa,FALSE,55 Cancri e,24.0,FALSE,38.0,257.0,0.0,54.0,4184.0,FALSE,3850,01,C,137,S,4533.0,C/137/S
Europa,TRUE,55 Cancri e,19.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3850,02,C,137,S,0.0,C/137/S
Europa,FALSE,TRAPPIST-1e,25.0,FALSE,0.0,6130.0,0.0,36.0,1.0,TRUE,3850,03,C,137,S,6167.0,C/137/S
Europa,TRUE,55 Cancri e,39.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3850,04,C,137,S,0.0,C/137/S
Europa,TRUE,TRAPPIST-1e,15.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3850,05,C,137,S,0.0,C/137/S
Europa,FALSE,TRAPPIST-1e,31.0,FALSE,0.0,1565.0,0.0,97.0,1678.0,TRUE,3850,06,C,137,S,3340.0,C/137/S
Europa,TRUE,55 Cancri e,25.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3850,07,C,137,S,0.0,C/137/S
Europa,FALSE,TRAPPIST-1e,57.0,FALSE,205.0,4415.0,0.0,1589.0,305.0,FALSE,3851,01,C,127,P,6514.0,C/127/P
Mars,TRUE,TRAPPIST-1e,27.864697722390314,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3852,01,F,796,P,0.0,F/796/P
Earth,FALSE,PSO J318.5-22,18.0,FALSE,16.0,6.0,735.0,0.0,0.0,TRUE,3853,01,F,725,S,757.0,F/725/S
Earth,TRUE,TRAPPIST-1e,33.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3854,01,G,632,P,0.0,G/632/P
Earth,FALSE,TRAPPIST-1e,23.0,FALSE,339.0,754.0,7.0,0.0,0.0,TRUE,3856,01,F,726,S,1100.0,F/726/S
Europa,TRUE,55 Cancri e,34.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3857,01,E,230,P,0.0,E/230/P
Mars,TRUE,55 Cancri e,38.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3862,01,F,729,S,0.0,F/729/S
Mars,FALSE,TRAPPIST-1e,21.0,FALSE,2627.0,0.0,597.0,0.0,0.0,TRUE,3862,02,E,256,S,3224.0,E/256/S
Mars,TRUE,TRAPPIST-1e,31.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,3862,03,E,256,S,0.0,E/256/S
Mars,FALSE,TRAPPIST-1e,13.0,FALSE,974.0,0.0,1883.0,0.0,505.0,FALSE,3862,04,D,124,S,3362.0,D/124/S
Mars,FALSE,TRAPPIST-1e,54.0,FALSE,149.0,981.0,215.0,0.0,0.0,TRUE,3862,05,F,729,S,1345.0,F/729/S
Mars,FALSE,TRAPPIST-1e,13.0,FALSE,1008.0,667.0,8.0,0.0,0.0,FALSE,3862,06,F,729,S,1404.8017077714314,F/729/S
Mars,FALSE,TRAPPIST-1e,18.0,FALSE,12.0,0.0,1105.0,658.0,16.0,FALSE,3862,07,D,124,S,1415.8267627547725,D/124/S
Europa,TRUE,TRAPPIST-1e,29.703488092593023,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3864,01,D,125,S,0.0,D/125/S
Earth,FALSE,TRAPPIST-1e,43.0,FALSE,0.0,0.0,7.0,0.0,963.0,FALSE,3866,01,F,797,P,970.0,F/797/P
Earth,FALSE,TRAPPIST-1e,56.0,FALSE,3.0,125.9665727647153,768.0,0.0,563.0133013491127,TRUE,3867,01,F,798,P,1408.5235681125876,F/798/P
Earth,FALSE,TRAPPIST-1e,63.0,FALSE,1540.0,0.0,0.0,0.0,1.0,FALSE,3868,01,F,731,S,1235.3438832395145,F/731/S
Earth,FALSE,TRAPPIST-1e,9.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3868,02,G,630,S,0.0,G/630/S
Earth,FALSE,TRAPPIST-1e,9.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,3868,03,G,630,S,0.0,G/630/S
Earth,FALSE,TRAPPIST-1e,0.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3868,04,G,630,S,0.0,G/630/S
Earth,FALSE,55 Cancri e,16.0,FALSE,0.0,0.0,623.0,40.0,209.0,TRUE,3868,05,F,731,S,872.0,F/731/S
Earth,TRUE,TRAPPIST-1e,42.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3868,06,G,630,S,0.0,G/630/S
Earth,TRUE,TRAPPIST-1e,9.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,3868,07,G,630,S,0.0,G/630/S
Europa,TRUE,55 Cancri e,22.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3870,01,B,148,S,0.0,B/148/S
Europa,TRUE,55 Cancri e,47.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3871,01,B,149,S,0.0,B/149/S
Mars,TRUE,TRAPPIST-1e,30.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3872,01,F,799,P,0.0,F/799/P
Earth,FALSE,TRAPPIST-1e,29.0,FALSE,2478.0,0.0,31.0,4.0,11.0,FALSE,3873,01,F,800,P,2524.0,F/800/P
Earth,FALSE,TRAPPIST-1e,29.049811297540085,FALSE,86.0,218.0,0.0,0.0,479.0,FALSE,3874,01,G,631,S,783.0,G/631/S
Earth,FALSE,TRAPPIST-1e,22.0,FALSE,158.0,1556.0,1189.0,845.0,96.0,TRUE,3874,02,E,258,S,3844.0,E/258/S
Earth,FALSE,TRAPPIST-1e,19.0,FALSE,0.0,0.0,3.0,785.0,0.0,FALSE,3875,01,E,232,P,788.0,E/232/P
Mars,FALSE,55 Cancri e,31.0,FALSE,796.0,0.0,70.0,595.0,0.0,FALSE,3879,01,F,801,P,1461.0,F/801/P
Europa,TRUE,55 Cancri e,17.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3883,01,B,150,S,0.0,B/150/S
Europa,FALSE,TRAPPIST-1e,38.0,FALSE,0.0,3060.0,0.0,4.0,2325.0,FALSE,3883,02,B,150,S,5389.0,B/150/S
Europa,TRUE,55 Cancri e,13.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3883,03,B,150,S,0.0,B/150/S
Earth,TRUE,PSO J318.5-22,36.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3886,01,G,633,P,0.0,G/633/P
Earth,FALSE,TRAPPIST-1e,0.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3888,01,G,633,S,0.0,G/633/S
Earth,TRUE,TRAPPIST-1e,21.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3890,01,G,634,S,0.0,G/634/S
Earth,FALSE,PSO J318.5-22,18.0,FALSE,0.0,525.0,0.0,0.0,84.0,TRUE,3894,01,F,735,S,609.0,F/735/S
Mars,TRUE,TRAPPIST-1e,36.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,3895,01,E,233,P,0.0,E/233/P
Mars,FALSE,TRAPPIST-1e,27.0,FALSE,847.0,371.5120425883814,4.0,0.0,1.0,FALSE,3895,02,E,233,P,1145.5594426938724,E/233/P
Mars,FALSE,TRAPPIST-1e,5.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3895,03,E,233,P,0.0,E/233/P
Europa,FALSE,55 Cancri e,18.0,FALSE,0.0,4387.0,0.0,2241.0,0.0,TRUE,3896,01,C,140,S,6628.0,C/140/S
Earth,TRUE,TRAPPIST-1e,25.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,3897,01,G,635,P,0.0,G/635/P
Earth,TRUE,TRAPPIST-1e,14.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3898,01,G,636,S,0.0,G/636/S
Europa,TRUE,TRAPPIST-1e,23.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3899,01,E,234,P,0.0,E/234/P
Earth,FALSE,55 Cancri e,2.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,3903,01,G,636,P,0.0,G/636/P
Earth,TRUE,TRAPPIST-1e,1.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,3903,02,G,636,P,0.0,G/636/P
Earth,TRUE,55 Cancri e,7.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3903,03,G,636,P,0.0,G/636/P
Earth,FALSE,PSO J318.5-22,6.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,3903,04,G,636,P,0.0,G/636/P
Earth,FALSE,TRAPPIST-1e,56.0,FALSE,967.0,0.0,0.0,3.0,0.0,FALSE,3903,05,F,804,P,970.0,F/804/P
Earth,TRUE,55 Cancri e,4.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3903,06,G,636,P,0.0,G/636/P
Earth,FALSE,TRAPPIST-1e,65.0,FALSE,0.0,0.0,0.0,0.0,909.0,FALSE,3904,01,G,637,S,909.0,G/637/S
Earth,TRUE,TRAPPIST-1e,36.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3907,01,G,639,S,0.0,G/639/S
Europa,TRUE,TRAPPIST-1e,25.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3909,01,C,141,S,0.0,C/141/S
Earth,FALSE,TRAPPIST-1e,41.0,FALSE,6.0,1.0,11.0,1046.0,0.0,FALSE,3911,01,F,736,S,1064.0,F/736/S
Earth,FALSE,TRAPPIST-1e,20.0,FALSE,9.0,0.0,1462.0,94.0,54.0,TRUE,3911,02,E,260,S,1619.0,E/260/S
Earth,TRUE,PSO J318.5-22,18.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3911,03,G,640,S,0.0,G/640/S
Earth,FALSE,TRAPPIST-1e,15.0,FALSE,309.0,28.0,496.0,20.0,49.0,TRUE,3912,01,F,737,S,902.0,F/737/S
Earth,FALSE,TRAPPIST-1e,23.0,FALSE,0.0,93.0,1.0,0.0,542.0,FALSE,3913,01,F,738,S,636.0,F/738/S
Earth,FALSE,PSO J318.5-22,29.0,FALSE,0.0,2.0,553.0,44.0,0.0,FALSE,3913,02,F,738,S,599.0,F/738/S
Earth,TRUE,TRAPPIST-1e,33.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3915,01,G,641,S,0.0,G/641/S
Europa,FALSE,TRAPPIST-1e,14.0,FALSE,2.0,881.0,0.0,578.0,214.0,FALSE,3916,01,D,128,S,1675.0,D/128/S
Europa,TRUE,55 Cancri e,55.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3916,02,D,128,S,0.0,D/128/S
Europa,FALSE,TRAPPIST-1e,30.0,FALSE,0.0,690.0,0.0,49.0,2264.0,FALSE,3917,01,B,124,P,3003.0,B/124/P
Earth,FALSE,TRAPPIST-1e,21.0,FALSE,0.0,0.0,783.0126046995381,65.0,480.0,FALSE,3919,01,F,806,P,1250.3308774841212,F/806/P
Earth,FALSE,TRAPPIST-1e,26.0,FALSE,35.0,42.0,711.0,0.0,0.0,TRUE,3921,01,E,262,S,788.0,E/262/S
Earth,TRUE,PSO J318.5-22,33.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3922,01,G,641,P,0.0,G/641/P
Earth,FALSE,TRAPPIST-1e,18.0,FALSE,95.0,0.0,0.0,13.0,622.0,FALSE,3923,01,F,808,P,730.0,F/808/P
Earth,TRUE,TRAPPIST-1e,9.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3923,02,G,642,P,0.0,G/642/P
Earth,TRUE,55 Cancri e,0.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3923,03,G,642,P,0.0,G/642/P
Earth,FALSE,55 Cancri e,19.0,FALSE,0.0,47.0,0.0,263.0,384.0,TRUE,3924,01,E,263,S,694.0,E/263/S
Earth,FALSE,TRAPPIST-1e,18.0,FALSE,716.0,457.0253011654546,0.0,0.0,0.0,FALSE,3926,01,F,810,P,1042.3458304082565,F/810/P
Europa,FALSE,55 Cancri e,38.0,FALSE,55.0,1258.0,0.0,650.0,10786.0,FALSE,3927,01,C,142,S,12749.0,C/142/S
Europa,FALSE,55 Cancri e,42.0,FALSE,0.0,1249.0,0.0,1313.0,1148.0,TRUE,3927,02,C,142,S,3710.0,C/142/S
Europa,FALSE,TRAPPIST-1e,28.0,FALSE,3.0,1300.0,0.0,1250.0,1148.0,FALSE,3928,01,E,264,S,3701.0,E/264/S
Europa,TRUE,55 Cancri e,37.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3928,02,E,264,S,0.0,E/264/S
Earth,FALSE,55 Cancri e,29.0,FALSE,0.0,0.0,0.0,1819.0,1.0,FALSE,3930,01,F,740,S,1820.0,F/740/S
Earth,FALSE,55 Cancri e,42.0,FALSE,0.0,218.0,0.0,481.0,2.0,FALSE,3931,01,F,811,P,701.0,F/811/P
Mars,FALSE,TRAPPIST-1e,18.0,FALSE,659.0,0.0,2316.0,0.0,23.0,TRUE,3932,01,E,265,S,2998.0,E/265/S
Mars,FALSE,55 Cancri e,34.0,FALSE,2.0,0.0,805.0,29.0,0.0,TRUE,3932,02,D,129,S,836.0,D/129/S
Earth,TRUE,55 Cancri e,34.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3933,01,G,642,S,0.0,G/642/S
Earth,TRUE,PSO J318.5-22,18.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,3935,01,G,643,S,0.0,G/643/S
Earth,FALSE,TRAPPIST-1e,24.0,FALSE,3537.0,0.0,0.0,0.0,0.0,FALSE,3936,01,G,644,S,3537.0,G/644/S
Earth,FALSE,TRAPPIST-1e,24.0,FALSE,45.0,588.0,5.0,7.0,0.0,TRUE,3937,01,F,742,S,645.0,F/742/S
Mars,TRUE,TRAPPIST-1e,56.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3938,01,F,743,S,0.0,F/743/S
Mars,TRUE,TRAPPIST-1e,2.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3938,02,F,743,S,0.0,F/743/S
Mars,TRUE,TRAPPIST-1e,12.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3938,03,F,743,S,0.0,F/743/S
Earth,FALSE,TRAPPIST-1e,37.0,FALSE,772.0,0.0,840.0,1.0,5.0,FALSE,3939,01,E,237,P,1618.0,E/237/P
Mars,FALSE,TRAPPIST-1e,60.0,TRUE,2739.0,0.0,0.0,0.0,0.0,FALSE,3940,01,D,132,P,2739.0,D/132/P
Earth,TRUE,TRAPPIST-1e,55.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,3941,01,G,643,P,0.0,G/643/P
Earth,TRUE,PSO J318.5-22,20.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,3942,01,G,645,S,0.0,G/645/S
Mars,FALSE,TRAPPIST-1e,28.0,FALSE,629.0,0.0,659.0,607.0,0.0,FALSE,3944,01,F,745,S,1895.0,F/745/S
Earth,TRUE,TRAPPIST-1e,28.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,3945,01,G,644,P,0.0,G/644/P
Mars,FALSE,TRAPPIST-1e,37.0,FALSE,14.0,0.0,91.0,1203.0,0.0,FALSE,3946,01,F,812,P,1308.0,F/812/P
Earth,FALSE,TRAPPIST-1e,18.0,FALSE,325.0,0.0,477.0,50.0,5.0,FALSE,3948,01,F,814,P,857.0,F/814/P
Earth,FALSE,TRAPPIST-1e,14.0,FALSE,781.0,0.0,1.0,4.0,1.0,FALSE,3949,01,E,238,P,787.0,E/238/P
Europa,FALSE,TRAPPIST-1e,29.0,FALSE,3478.0,11153.0,15.0,203.0,15.0,TRUE,3950,01,C,143,S,14864.0,C/143/S
Earth,FALSE,TRAPPIST-1e,51.0,FALSE,0.0,0.0,0.0,544.0,12.0,FALSE,3952,01,F,746,S,556.0,F/746/S
Earth,TRUE,TRAPPIST-1e,45.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,3954,01,G,647,S,0.0,G/647/S
Earth,TRUE,TRAPPIST-1e,45.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3955,01,G,648,S,0.0,G/648/S
Mars,FALSE,TRAPPIST-1e,41.0,FALSE,1144.0,12.0,14.0,22.0,0.0,FALSE,3958,01,F,747,S,1192.0,F/747/S
Earth,FALSE,TRAPPIST-1e,21.0,FALSE,0.0,80.0,255.0,0.0,5190.0,FALSE,3959,01,G,646,P,5525.0,G/646/P
Earth,FALSE,TRAPPIST-1e,28.0,FALSE,653.0,0.0,0.0,0.0,20.0,FALSE,3959,02,F,817,P,673.0,F/817/P
Earth,TRUE,55 Cancri e,0.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3959,03,G,646,P,0.0,G/646/P
Earth,FALSE,TRAPPIST-1e,46.0,FALSE,0.0,0.0,0.0,0.0,880.0,FALSE,3960,01,F,748,S,880.0,F/748/S
Mars,TRUE,TRAPPIST-1e,41.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3961,01,F,749,S,0.0,F/749/S
Earth,TRUE,55 Cancri e,13.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3962,01,G,647,P,0.0,G/647/P
Earth,FALSE,PSO J318.5-22,55.0,FALSE,0.0,1203.0,0.0,0.0,446.0,FALSE,3962,02,E,239,P,1649.0,E/239/P
Earth,TRUE,PSO J318.5-22,20.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3963,01,G,648,P,0.0,G/648/P
Earth,TRUE,TRAPPIST-1e,21.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3964,01,G,650,S,0.0,G/650/S
Earth,FALSE,TRAPPIST-1e,49.0,FALSE,324.0,275.0,0.0,0.0,0.0,FALSE,3966,01,F,818,P,599.0,F/818/P
Earth,FALSE,TRAPPIST-1e,27.0,FALSE,0.0,0.0,1020.0,0.0,336.8064419722292,TRUE,3966,02,G,649,P,1266.7452245715265,G/649/P
Earth,FALSE,TRAPPIST-1e,0.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3966,03,G,649,P,0.0,G/649/P
Mars,FALSE,TRAPPIST-1e,22.0,FALSE,886.0,55.0,0.0,0.0,402.6574686247346,FALSE,3967,01,F,819,P,1194.8048637901143,F/819/P
Earth,TRUE,TRAPPIST-1e,17.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,3968,01,G,650,P,0.0,G/650/P
Mars,FALSE,TRAPPIST-1e,23.0,FALSE,355.0,0.0,764.0,0.0,0.0,TRUE,3970,01,F,751,S,1119.0,F/751/S
Earth,FALSE,TRAPPIST-1e,44.0,FALSE,39.0,821.0,0.0,7.0,41.0,FALSE,3971,01,G,651,P,908.0,G/651/P
Europa,TRUE,TRAPPIST-1e,29.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3973,01,E,240,P,0.0,E/240/P
Earth,FALSE,TRAPPIST-1e,19.0,FALSE,0.0,0.0,5.0,756.0,0.0,TRUE,3974,01,F,752,S,761.0,F/752/S
Earth,TRUE,TRAPPIST-1e,3.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3974,02,G,652,S,0.0,G/652/S
Europa,FALSE,TRAPPIST-1e,29.0,FALSE,0.0,7164.0,0.0,58.0,1.0,TRUE,3976,01,C,99,S,7223.0,C/99/S
Earth,FALSE,TRAPPIST-1e,19.0,FALSE,46.0,0.0,675.0,0.0,0.0,TRUE,3977,01,E,241,P,721.0,E/241/P
Earth,TRUE,TRAPPIST-1e,22.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3980,01,G,653,P,0.0,G/653/P
Earth,FALSE,PSO J318.5-22,33.0,FALSE,400.0,270.0,33.0,0.0,0.0,FALSE,3981,01,G,206,S,703.0,G/206/S
Earth,TRUE,PSO J318.5-22,24.497567674404465,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3984,01,G,654,S,0.0,G/654/S
Earth,FALSE,TRAPPIST-1e,50.0,FALSE,667.0,0.0,0.0,11.0,170.0,FALSE,3985,01,G,654,P,848.0,G/654/P
Mars,FALSE,TRAPPIST-1e,54.0,FALSE,1217.0,0.0,1.0,4.0,0.0,FALSE,3986,01,F,755,S,1222.0,F/755/S
Mars,FALSE,TRAPPIST-1e,43.0,FALSE,1448.0,0.0,150.0,0.0,0.0,FALSE,3986,02,F,755,S,1598.0,F/755/S
Earth,FALSE,TRAPPIST-1e,17.0,FALSE,103.0,2183.0,0.0,16.0,0.0,TRUE,3987,01,F,822,P,2302.0,F/822/P
Mars,FALSE,TRAPPIST-1e,26.0,FALSE,1632.0,0.0,80.0,7.0,0.0,FALSE,3988,01,D,134,P,1719.0,D/134/P
Earth,FALSE,TRAPPIST-1e,44.0,FALSE,1258.0,3.0,0.0,1.0,0.0,FALSE,3991,01,F,823,P,1262.0,F/823/P
Earth,FALSE,PSO J318.5-22,51.0,FALSE,0.0,0.0,10.0,1098.0,0.0,FALSE,3992,01,F,756,S,1108.0,F/756/S
Europa,TRUE,TRAPPIST-1e,29.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3994,01,B,152,S,0.0,B/152/S
Earth,FALSE,TRAPPIST-1e,4.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,3995,01,G,655,P,0.0,G/655/P
Earth,FALSE,PSO J318.5-22,40.0,FALSE,0.0,0.0,310.0,1.0,421.0,FALSE,3995,02,F,825,P,732.0,F/825/P
Earth,FALSE,55 Cancri e,27.0,FALSE,0.0,0.0,2.0,0.0,808.0,FALSE,3995,03,G,655,P,810.0,G/655/P
Earth,FALSE,TRAPPIST-1e,8.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,3995,04,G,655,P,0.0,G/655/P
Earth,FALSE,TRAPPIST-1e,3.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,3995,05,G,655,P,0.0,G/655/P
Earth,FALSE,55 Cancri e,11.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,3995,06,G,655,P,0.0,G/655/P
Earth,FALSE,PSO J318.5-22,24.0,FALSE,16.0,0.0,1136.0,0.0,40.0,TRUE,3996,01,F,826,P,1192.0,F/826/P
Earth,FALSE,55 Cancri e,25.0,FALSE,0.0,83.0,0.0,439.0,0.0,FALSE,3997,01,G,657,S,522.0,G/657/S
Europa,FALSE,55 Cancri e,28.0,FALSE,89.0,4826.0,0.0,2.0,1598.0,TRUE,3998,01,C,129,P,6515.0,C/129/P
Earth,FALSE,TRAPPIST-1e,25.0,FALSE,0.0,1017.0,0.0,0.0,0.0,FALSE,3999,01,G,656,P,1017.0,G/656/P
Earth,TRUE,TRAPPIST-1e,27.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,4000,01,G,658,S,0.0,G/658/S
Earth,FALSE,TRAPPIST-1e,25.0,FALSE,20.0,0.0,424.0,0.0,359.0,FALSE,4000,02,F,757,S,803.0,F/757/S
Earth,TRUE,TRAPPIST-1e,0.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,4000,03,G,658,S,0.0,G/658/S
Earth,FALSE,TRAPPIST-1e,58.0,FALSE,0.0,0.0,970.0,0.0,0.0,TRUE,4001,01,F,758,S,970.0,F/758/S
Earth,TRUE,TRAPPIST-1e,3.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,4001,02,G,659,S,0.0,G/659/S
Earth,TRUE,PSO J318.5-22,4.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,4001,03,G,659,S,0.0,G/659/S
Earth,TRUE,55 Cancri e,2.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,4001,04,G,659,S,0.0,G/659/S
Earth,FALSE,TRAPPIST-1e,34.0,FALSE,0.0,847.0,14.0,0.0,0.0,TRUE,4001,05,F,758,S,861.0,F/758/S
Earth,FALSE,55 Cancri e,5.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,4001,06,G,659,S,0.0,G/659/S
Earth,FALSE,TRAPPIST-1e,3.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,4001,07,G,659,S,0.0,G/659/S
Mars,TRUE,TRAPPIST-1e,46.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,4002,01,E,242,P,0.0,E/242/P
Earth,FALSE,TRAPPIST-1e,22.0,FALSE,1417.0,0.0,0.0,0.0,0.0,TRUE,4003,01,F,827,P,1417.0,F/827/P
Earth,FALSE,TRAPPIST-1e,8.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,4005,01,G,657,P,0.0,G/657/P
